south_1,south_2,north_1,north_2,east_1,east_2,west_1,west_2,datetime,intersection,day,day_name
49,42,43,47,48,41,43,41,2024-04-23 17:45:00,Yonge and Bloor,1,Tuesday
42,38,50,51,40,53,50,46,2024-04-23 18:00:00,Yonge and Bloor,1,Tuesday
47,41,43,37,51,52,49,45,2024-04-23 18:15:00,Yonge and Bloor,1,Tuesday
43,53,50,46,51,57,55,47,2024-04-23 18:30:00,Yonge and Bloor,1,Tuesday
43,48,39,44,49,38,48,42,2024-04-23 18:45:00,Yonge and Bloor,1,Tuesday
51,42,50,38,49,40,38,52,2024-04-23 19:00:00,Yonge and Bloor,1,Tuesday
46,36,37,53,51,54,48,44,2024-04-23 19:15:00,Yonge and Bloor,1,Tuesday
47,38,40,41,48,54,46,52,2024-04-23 19:30:00,Yonge and Bloor,1,Tuesday
49,43,42,36,47,55,55,41,2024-04-23 19:45:00,Yonge and Bloor,1,Tuesday
28,26,26,24,28,26,32,28,2024-04-23 20:00:00,Yonge and Bloor,1,Tuesday
27,24,28,25,30,30,30,29,2024-04-23 20:15:00,Yonge and Bloor,1,Tuesday
32,24,27,24,27,30,29,28,2024-04-23 20:30:00,Yonge and Bloor,1,Tuesday
27,26,25,26,28,26,28,29,2024-04-23 20:45:00,Yonge and Bloor,1,Tuesday
27,27,26,25,27,30,26,30,2024-04-23 21:00:00,Yonge and Bloor,1,Tuesday
27,25,28,24,30,29,26,29,2024-04-23 21:15:00,Yonge and Bloor,1,Tuesday
24,26,26,26,28,26,26,29,2024-04-23 21:30:00,Yonge and Bloor,1,Tuesday
25,26,30,28,27,29,32,27,2024-04-23 21:45:00,Yonge and Bloor,1,Tuesday
26,28,28,27,28,29,32,28,2024-04-23 22:00:00,Yonge and Bloor,1,Tuesday
28,27,26,26,31,26,26,30,2024-04-23 22:15:00,Yonge and Bloor,1,Tuesday
25,24,24,24,29,33,28,29,2024-04-23 22:30:00,Yonge and Bloor,1,Tuesday
27,26,26,26,31,33,30,28,2024-04-23 22:45:00,Yonge and Bloor,1,Tuesday
1,4,4,3,6,3,8,6,2024-04-23 23:00:00,Yonge and Bloor,1,Tuesday
3,3,3,1,6,3,8,4,2024-04-23 23:15:00,Yonge and Bloor,1,Tuesday
3,2,4,3,5,4,3,4,2024-04-23 23:30:00,Yonge and Bloor,1,Tuesday
1,2,2,4,6,5,4,6,2024-04-23 23:45:00,Yonge and Bloor,1,Tuesday
2,2,4,1,6,3,6,6,2024-04-24 00:00:00,Yonge and Bloor,2,Wednesday
3,1,3,4,5,9,3,6,2024-04-24 00:15:00,Yonge and Bloor,2,Wednesday
4,1,2,4,6,7,3,4,2024-04-24 00:30:00,Yonge and Bloor,2,Wednesday
2,2,4,2,4,5,6,6,2024-04-24 00:45:00,Yonge and Bloor,2,Wednesday
2,2,5,4,5,9,7,4,2024-04-24 01:00:00,Yonge and Bloor,2,Wednesday
4,4,6,2,7,4,3,7,2024-04-24 01:15:00,Yonge and Bloor,2,Wednesday
4,4,3,3,6,3,6,4,2024-04-24 01:30:00,Yonge and Bloor,2,Wednesday
6,3,2,3,7,5,6,6,2024-04-24 01:45:00,Yonge and Bloor,2,Wednesday
3,1,4,3,4,9,3,5,2024-04-24 02:00:00,Yonge and Bloor,2,Wednesday
1,3,1,1,4,4,5,4,2024-04-24 02:15:00,Yonge and Bloor,2,Wednesday
2,3,4,4,4,7,3,6,2024-04-24 02:30:00,Yonge and Bloor,2,Wednesday
8,1,2,3,6,6,8,4,2024-04-24 02:45:00,Yonge and Bloor,2,Wednesday
7,4,7,2,5,4,3,5,2024-04-24 03:00:00,Yonge and Bloor,2,Wednesday
3,2,3,1,4,8,4,5,2024-04-24 03:15:00,Yonge and Bloor,2,Wednesday
2,1,4,3,4,5,7,4,2024-04-24 03:30:00,Yonge and Bloor,2,Wednesday
1,4,2,1,6,9,6,5,2024-04-24 03:45:00,Yonge and Bloor,2,Wednesday
1,4,4,4,6,3,8,4,2024-04-24 04:00:00,Yonge and Bloor,2,Wednesday
6,4,3,1,7,7,3,4,2024-04-24 04:15:00,Yonge and Bloor,2,Wednesday
8,1,4,2,7,6,6,4,2024-04-24 04:30:00,Yonge and Bloor,2,Wednesday
2,1,6,4,4,6,5,6,2024-04-24 04:45:00,Yonge and Bloor,2,Wednesday
24,27,26,25,30,32,29,31,2024-04-24 05:00:00,Yonge and Bloor,2,Wednesday
26,28,25,24,27,32,28,30,2024-04-24 05:15:00,Yonge and Bloor,2,Wednesday
28,27,27,27,28,33,26,28,2024-04-24 05:30:00,Yonge and Bloor,2,Wednesday
28,27,28,24,30,29,27,27,2024-04-24 05:45:00,Yonge and Bloor,2,Wednesday
24,25,26,25,27,32,28,27,2024-04-24 06:00:00,Yonge and Bloor,2,Wednesday
27,27,31,24,30,28,29,27,2024-04-24 06:15:00,Yonge and Bloor,2,Wednesday
27,27,28,27,31,28,27,31,2024-04-24 06:30:00,Yonge and Bloor,2,Wednesday
25,24,28,28,30,32,31,28,2024-04-24 06:45:00,Yonge and Bloor,2,Wednesday
24,24,25,24,27,29,28,28,2024-04-24 07:00:00,Yonge and Bloor,2,Wednesday
28,26,27,26,30,32,30,28,2024-04-24 07:15:00,Yonge and Bloor,2,Wednesday
31,26,25,27,30,30,27,31,2024-04-24 07:30:00,Yonge and Bloor,2,Wednesday
24,25,25,25,27,31,30,28,2024-04-24 07:45:00,Yonge and Bloor,2,Wednesday
41,39,40,41,44,46,44,44,2024-04-24 08:00:00,Yonge and Bloor,2,Wednesday
39,39,40,39,43,43,43,43,2024-04-24 08:15:00,Yonge and Bloor,2,Wednesday
40,39,40,41,42,46,45,43,2024-04-24 08:30:00,Yonge and Bloor,2,Wednesday
39,39,39,39,43,42,42,42,2024-04-24 08:45:00,Yonge and Bloor,2,Wednesday
49,50,40,43,42,43,39,40,2024-04-24 09:00:00,Yonge and Bloor,2,Wednesday
49,50,39,48,51,42,44,45,2024-04-24 09:15:00,Yonge and Bloor,2,Wednesday
53,36,53,48,44,52,51,46,2024-04-24 09:30:00,Yonge and Bloor,2,Wednesday
36,52,50,43,43,49,46,45,2024-04-24 09:45:00,Yonge and Bloor,2,Wednesday
48,48,45,43,49,54,43,49,2024-04-24 10:00:00,Yonge and Bloor,2,Wednesday
47,38,48,48,47,44,44,53,2024-04-24 10:15:00,Yonge and Bloor,2,Wednesday
43,51,45,51,42,55,49,52,2024-04-24 10:30:00,Yonge and Bloor,2,Wednesday
49,38,46,36,47,39,52,55,2024-04-24 10:45:00,Yonge and Bloor,2,Wednesday
45,41,52,44,51,51,51,50,2024-04-24 11:00:00,Yonge and Bloor,2,Wednesday
36,36,50,53,55,47,54,48,2024-04-24 11:15:00,Yonge and Bloor,2,Wednesday
50,41,45,50,52,52,54,39,2024-04-24 11:30:00,Yonge and Bloor,2,Wednesday
48,38,38,43,54,41,44,39,2024-04-24 11:45:00,Yonge and Bloor,2,Wednesday
24,26,28,28,29,28,27,28,2024-04-24 12:00:00,Yonge and Bloor,2,Wednesday
28,27,25,28,27,27,28,29,2024-04-24 12:15:00,Yonge and Bloor,2,Wednesday
25,25,25,24,30,30,32,27,2024-04-24 12:30:00,Yonge and Bloor,2,Wednesday
25,25,27,28,30,29,28,28,2024-04-24 12:45:00,Yonge and Bloor,2,Wednesday
27,25,24,26,31,30,32,31,2024-04-24 13:00:00,Yonge and Bloor,2,Wednesday
28,26,30,27,30,29,30,31,2024-04-24 13:15:00,Yonge and Bloor,2,Wednesday
25,25,31,24,27,26,32,30,2024-04-24 13:30:00,Yonge and Bloor,2,Wednesday
30,26,25,28,28,31,29,31,2024-04-24 13:45:00,Yonge and Bloor,2,Wednesday
28,24,27,24,30,32,27,28,2024-04-24 14:00:00,Yonge and Bloor,2,Wednesday
24,25,25,25,28,27,30,30,2024-04-24 14:15:00,Yonge and Bloor,2,Wednesday
24,28,28,24,29,33,32,30,2024-04-24 14:30:00,Yonge and Bloor,2,Wednesday
26,27,27,26,27,27,27,30,2024-04-24 14:45:00,Yonge and Bloor,2,Wednesday
27,24,27,28,28,33,29,27,2024-04-24 15:00:00,Yonge and Bloor,2,Wednesday
26,28,27,28,29,32,30,29,2024-04-24 15:15:00,Yonge and Bloor,2,Wednesday
27,28,27,28,30,26,27,28,2024-04-24 15:30:00,Yonge and Bloor,2,Wednesday
27,27,24,27,31,31,28,29,2024-04-24 15:45:00,Yonge and Bloor,2,Wednesday
24,28,24,28,29,33,29,31,2024-04-24 16:00:00,Yonge and Bloor,2,Wednesday
25,28,27,25,28,30,28,27,2024-04-24 16:15:00,Yonge and Bloor,2,Wednesday
28,27,28,24,31,29,26,30,2024-04-24 16:30:00,Yonge and Bloor,2,Wednesday
25,24,29,24,28,30,29,29,2024-04-24 16:45:00,Yonge and Bloor,2,Wednesday
39,38,46,53,50,45,55,44,2024-04-24 17:00:00,Yonge and Bloor,2,Wednesday
43,41,44,50,54,39,49,53,2024-04-24 17:15:00,Yonge and Bloor,2,Wednesday
47,48,41,38,39,47,57,56,2024-04-24 17:30:00,Yonge and Bloor,2,Wednesday
45,50,50,40,45,52,46,54,2024-04-24 17:45:00,Yonge and Bloor,2,Wednesday
43,49,42,52,52,51,39,48,2024-04-24 18:00:00,Yonge and Bloor,2,Wednesday
47,53,46,50,40,42,53,41,2024-04-24 18:15:00,Yonge and Bloor,2,Wednesday
51,40,44,52,45,50,51,56,2024-04-24 18:30:00,Yonge and Bloor,2,Wednesday
51,40,47,52,52,42,48,56,2024-04-24 18:45:00,Yonge and Bloor,2,Wednesday
53,37,48,38,47,50,45,54,2024-04-24 19:00:00,Yonge and Bloor,2,Wednesday
51,49,50,46,48,50,54,42,2024-04-24 19:15:00,Yonge and Bloor,2,Wednesday
44,44,42,36,52,46,47,53,2024-04-24 19:30:00,Yonge and Bloor,2,Wednesday
40,49,51,37,52,47,49,53,2024-04-24 19:45:00,Yonge and Bloor,2,Wednesday
24,28,27,25,27,26,29,30,2024-04-24 20:00:00,Yonge and Bloor,2,Wednesday
28,28,25,28,30,29,27,29,2024-04-24 20:15:00,Yonge and Bloor,2,Wednesday
29,26,31,28,28,28,27,29,2024-04-24 20:30:00,Yonge and Bloor,2,Wednesday
24,25,28,28,28,30,30,27,2024-04-24 20:45:00,Yonge and Bloor,2,Wednesday
27,27,31,24,31,30,31,30,2024-04-24 21:00:00,Yonge and Bloor,2,Wednesday
26,28,27,25,30,30,28,31,2024-04-24 21:15:00,Yonge and Bloor,2,Wednesday
28,28,28,25,27,32,32,29,2024-04-24 21:30:00,Yonge and Bloor,2,Wednesday
28,28,24,28,30,33,30,30,2024-04-24 21:45:00,Yonge and Bloor,2,Wednesday
28,24,28,28,27,26,30,27,2024-04-24 22:00:00,Yonge and Bloor,2,Wednesday
27,24,24,27,27,29,28,29,2024-04-24 22:15:00,Yonge and Bloor,2,Wednesday
28,25,26,25,31,29,31,30,2024-04-24 22:30:00,Yonge and Bloor,2,Wednesday
26,28,26,26,28,29,26,29,2024-04-24 22:45:00,Yonge and Bloor,2,Wednesday
1,3,6,2,7,7,7,4,2024-04-24 23:00:00,Yonge and Bloor,2,Wednesday
3,2,2,3,6,7,3,4,2024-04-24 23:15:00,Yonge and Bloor,2,Wednesday
2,1,2,2,5,6,5,7,2024-04-24 23:30:00,Yonge and Bloor,2,Wednesday
4,4,4,3,7,4,5,7,2024-04-24 23:45:00,Yonge and Bloor,2,Wednesday
4,3,7,2,6,6,5,6,2024-04-25 00:00:00,Yonge and Bloor,3,Thursday
6,2,6,1,6,8,5,4,2024-04-25 00:15:00,Yonge and Bloor,3,Thursday
3,1,2,2,4,6,7,4,2024-04-25 00:30:00,Yonge and Bloor,3,Thursday
2,2,6,4,6,9,7,7,2024-04-25 00:45:00,Yonge and Bloor,3,Thursday
4,1,4,1,6,6,5,7,2024-04-25 01:00:00,Yonge and Bloor,3,Thursday
4,4,2,3,6,4,5,7,2024-04-25 01:15:00,Yonge and Bloor,3,Thursday
4,4,4,3,7,3,5,4,2024-04-25 01:30:00,Yonge and Bloor,3,Thursday
2,3,3,2,5,5,3,6,2024-04-25 01:45:00,Yonge and Bloor,3,Thursday
3,4,1,4,7,4,3,5,2024-04-25 02:00:00,Yonge and Bloor,3,Thursday
2,4,4,1,5,4,5,7,2024-04-25 02:15:00,Yonge and Bloor,3,Thursday
3,4,4,3,4,6,4,6,2024-04-25 02:30:00,Yonge and Bloor,3,Thursday
3,4,7,4,4,9,3,7,2024-04-25 02:45:00,Yonge and Bloor,3,Thursday
8,2,2,4,6,9,3,7,2024-04-25 03:00:00,Yonge and Bloor,3,Thursday
4,4,2,3,5,3,4,6,2024-04-25 03:15:00,Yonge and Bloor,3,Thursday
3,3,4,1,5,4,3,4,2024-04-25 03:30:00,Yonge and Bloor,3,Thursday
1,4,7,4,6,5,4,4,2024-04-25 03:45:00,Yonge and Bloor,3,Thursday
2,3,7,3,4,8,6,7,2024-04-25 04:00:00,Yonge and Bloor,3,Thursday
3,3,4,1,7,4,5,7,2024-04-25 04:15:00,Yonge and Bloor,3,Thursday
4,1,4,3,5,6,5,7,2024-04-25 04:30:00,Yonge and Bloor,3,Thursday
2,3,3,1,4,9,8,4,2024-04-25 04:45:00,Yonge and Bloor,3,Thursday
27,25,27,26,29,28,30,29,2024-04-25 05:00:00,Yonge and Bloor,3,Thursday
24,28,30,24,30,28,29,31,2024-04-25 05:15:00,Yonge and Bloor,3,Thursday
26,24,28,27,27,28,30,30,2024-04-25 05:30:00,Yonge and Bloor,3,Thursday
26,24,25,24,30,29,29,31,2024-04-25 05:45:00,Yonge and Bloor,3,Thursday
25,28,25,28,30,28,28,28,2024-04-25 06:00:00,Yonge and Bloor,3,Thursday
30,25,26,27,29,26,30,31,2024-04-25 06:15:00,Yonge and Bloor,3,Thursday
28,28,26,26,31,29,29,29,2024-04-25 06:30:00,Yonge and Bloor,3,Thursday
28,28,27,26,27,32,28,31,2024-04-25 06:45:00,Yonge and Bloor,3,Thursday
26,25,24,24,27,29,31,29,2024-04-25 07:00:00,Yonge and Bloor,3,Thursday
24,25,28,25,28,31,28,31,2024-04-25 07:15:00,Yonge and Bloor,3,Thursday
25,28,26,26,29,31,31,31,2024-04-25 07:30:00,Yonge and Bloor,3,Thursday
27,25,24,27,28,29,26,28,2024-04-25 07:45:00,Yonge and Bloor,3,Thursday
39,40,41,39,43,42,41,44,2024-04-25 08:00:00,Yonge and Bloor,3,Thursday
39,41,39,40,44,43,43,43,2024-04-25 08:15:00,Yonge and Bloor,3,Thursday
39,41,41,40,44,46,43,44,2024-04-25 08:30:00,Yonge and Bloor,3,Thursday
41,40,42,40,42,42,43,43,2024-04-25 08:45:00,Yonge and Bloor,3,Thursday
39,49,53,48,53,43,56,42,2024-04-25 09:00:00,Yonge and Bloor,3,Thursday
53,39,53,41,46,51,41,44,2024-04-25 09:15:00,Yonge and Bloor,3,Thursday
53,49,44,52,43,52,45,50,2024-04-25 09:30:00,Yonge and Bloor,3,Thursday
44,46,48,49,49,38,40,45,2024-04-25 09:45:00,Yonge and Bloor,3,Thursday
47,50,44,49,39,53,40,41,2024-04-25 10:00:00,Yonge and Bloor,3,Thursday
40,42,36,49,44,39,50,51,2024-04-25 10:15:00,Yonge and Bloor,3,Thursday
50,42,43,50,55,48,54,46,2024-04-25 10:30:00,Yonge and Bloor,3,Thursday
49,38,39,40,53,52,41,56,2024-04-25 10:45:00,Yonge and Bloor,3,Thursday
36,51,45,46,48,49,41,42,2024-04-25 11:00:00,Yonge and Bloor,3,Thursday
42,40,47,40,39,46,44,39,2024-04-25 11:15:00,Yonge and Bloor,3,Thursday
43,52,38,40,39,54,54,40,2024-04-25 11:30:00,Yonge and Bloor,3,Thursday
46,40,51,38,42,52,45,43,2024-04-25 11:45:00,Yonge and Bloor,3,Thursday
28,27,25,26,27,31,28,30,2024-04-25 12:00:00,Yonge and Bloor,3,Thursday
25,24,27,25,28,28,28,27,2024-04-25 12:15:00,Yonge and Bloor,3,Thursday
24,25,27,26,27,30,28,29,2024-04-25 12:30:00,Yonge and Bloor,3,Thursday
27,28,26,28,31,27,28,27,2024-04-25 12:45:00,Yonge and Bloor,3,Thursday
26,26,28,27,30,26,30,30,2024-04-25 13:00:00,Yonge and Bloor,3,Thursday
24,27,28,24,27,31,26,27,2024-04-25 13:15:00,Yonge and Bloor,3,Thursday
27,25,27,27,28,27,29,29,2024-04-25 13:30:00,Yonge and Bloor,3,Thursday
25,26,24,25,27,30,30,31,2024-04-25 13:45:00,Yonge and Bloor,3,Thursday
25,24,29,24,31,33,26,27,2024-04-25 14:00:00,Yonge and Bloor,3,Thursday
24,25,24,26,30,31,26,30,2024-04-25 14:15:00,Yonge and Bloor,3,Thursday
26,27,28,28,27,27,26,27,2024-04-25 14:30:00,Yonge and Bloor,3,Thursday
24,27,25,25,29,31,27,28,2024-04-25 14:45:00,Yonge and Bloor,3,Thursday
28,25,28,28,31,27,28,30,2024-04-25 15:00:00,Yonge and Bloor,3,Thursday
29,24,27,25,29,27,27,27,2024-04-25 15:15:00,Yonge and Bloor,3,Thursday
27,28,28,28,28,31,30,30,2024-04-25 15:30:00,Yonge and Bloor,3,Thursday
28,28,27,27,30,29,28,31,2024-04-25 15:45:00,Yonge and Bloor,3,Thursday
26,26,26,27,29,26,30,31,2024-04-25 16:00:00,Yonge and Bloor,3,Thursday
24,25,25,24,27,29,29,31,2024-04-25 16:15:00,Yonge and Bloor,3,Thursday
25,24,31,26,30,29,30,31,2024-04-25 16:30:00,Yonge and Bloor,3,Thursday
25,24,27,28,29,33,29,27,2024-04-25 16:45:00,Yonge and Bloor,3,Thursday
49,43,53,46,52,42,39,54,2024-04-25 17:00:00,Yonge and Bloor,3,Thursday
37,39,52,47,40,51,44,54,2024-04-25 17:15:00,Yonge and Bloor,3,Thursday
50,43,46,47,41,44,52,44,2024-04-25 17:30:00,Yonge and Bloor,3,Thursday
46,51,37,49,48,50,41,54,2024-04-25 17:45:00,Yonge and Bloor,3,Thursday
41,46,50,42,48,46,45,42,2024-04-25 18:00:00,Yonge and Bloor,3,Thursday
53,43,41,46,41,45,49,43,2024-04-25 18:15:00,Yonge and Bloor,3,Thursday
53,47,53,53,54,52,53,50,2024-04-25 18:30:00,Yonge and Bloor,3,Thursday
46,43,52,37,48,46,51,50,2024-04-25 18:45:00,Yonge and Bloor,3,Thursday
50,48,41,46,41,48,48,39,2024-04-25 19:00:00,Yonge and Bloor,3,Thursday
38,37,44,37,49,49,52,40,2024-04-25 19:15:00,Yonge and Bloor,3,Thursday
37,52,44,41,51,42,38,56,2024-04-25 19:30:00,Yonge and Bloor,3,Thursday
41,43,41,46,46,52,44,47,2024-04-25 19:45:00,Yonge and Bloor,3,Thursday
27,28,27,27,31,30,28,28,2024-04-25 20:00:00,Yonge and Bloor,3,Thursday
27,24,28,28,31,30,29,27,2024-04-25 20:15:00,Yonge and Bloor,3,Thursday
27,28,25,27,28,28,29,27,2024-04-25 20:30:00,Yonge and Bloor,3,Thursday
28,27,24,26,29,31,30,28,2024-04-25 20:45:00,Yonge and Bloor,3,Thursday
25,26,29,25,29,29,26,27,2024-04-25 21:00:00,Yonge and Bloor,3,Thursday
26,24,28,25,31,28,29,28,2024-04-25 21:15:00,Yonge and Bloor,3,Thursday
26,24,25,27,31,29,28,31,2024-04-25 21:30:00,Yonge and Bloor,3,Thursday
31,28,26,25,31,28,28,31,2024-04-25 21:45:00,Yonge and Bloor,3,Thursday
26,28,26,27,27,30,28,30,2024-04-25 22:00:00,Yonge and Bloor,3,Thursday
24,24,27,24,27,33,28,31,2024-04-25 22:15:00,Yonge and Bloor,3,Thursday
28,28,29,26,28,28,28,28,2024-04-25 22:30:00,Yonge and Bloor,3,Thursday
28,26,26,26,27,28,28,27,2024-04-25 22:45:00,Yonge and Bloor,3,Thursday
3,2,4,1,4,5,3,6,2024-04-25 23:00:00,Yonge and Bloor,3,Thursday
4,4,2,2,7,4,3,5,2024-04-25 23:15:00,Yonge and Bloor,3,Thursday
3,1,1,1,4,6,6,5,2024-04-25 23:30:00,Yonge and Bloor,3,Thursday
1,4,3,2,6,4,5,7,2024-04-25 23:45:00,Yonge and Bloor,3,Thursday
5,4,2,3,4,5,4,8,2024-04-26 00:00:00,Yonge and Bloor,4,Friday
3,2,3,1,4,3,4,5,2024-04-26 00:15:00,Yonge and Bloor,4,Friday
5,4,6,3,7,7,3,4,2024-04-26 00:30:00,Yonge and Bloor,4,Friday
2,1,2,1,7,9,8,7,2024-04-26 00:45:00,Yonge and Bloor,4,Friday
3,5,5,4,4,7,4,7,2024-04-26 01:00:00,Yonge and Bloor,4,Friday
3,4,5,5,6,7,5,8,2024-04-26 01:15:00,Yonge and Bloor,4,Friday
1,5,3,4,7,6,4,5,2024-04-26 01:30:00,Yonge and Bloor,4,Friday
5,5,5,5,5,8,8,8,2024-04-26 01:45:00,Yonge and Bloor,4,Friday
2,5,5,5,7,4,6,4,2024-04-26 02:00:00,Yonge and Bloor,4,Friday
4,5,3,3,5,7,3,8,2024-04-26 02:15:00,Yonge and Bloor,4,Friday
3,5,7,2,5,6,7,4,2024-04-26 02:30:00,Yonge and Bloor,4,Friday
1,3,8,3,4,8,6,5,2024-04-26 02:45:00,Yonge and Bloor,4,Friday
2,3,2,1,5,4,7,5,2024-04-26 03:00:00,Yonge and Bloor,4,Friday
9,2,4,2,5,10,4,7,2024-04-26 03:15:00,Yonge and Bloor,4,Friday
5,5,3,4,8,8,6,5,2024-04-26 03:30:00,Yonge and Bloor,4,Friday
8,3,4,3,7,3,6,7,2024-04-26 03:45:00,Yonge and Bloor,4,Friday
9,3,1,3,8,9,5,5,2024-04-26 04:00:00,Yonge and Bloor,4,Friday
3,3,4,5,7,4,3,7,2024-04-26 04:15:00,Yonge and Bloor,4,Friday
5,1,4,2,4,7,5,6,2024-04-26 04:30:00,Yonge and Bloor,4,Friday
8,1,1,5,5,9,5,7,2024-04-26 04:45:00,Yonge and Bloor,4,Friday
21,19,23,13,24,25,18,18,2024-04-26 05:00:00,Yonge and Bloor,4,Friday
25,20,21,13,23,17,20,24,2024-04-26 05:15:00,Yonge and Bloor,4,Friday
15,19,14,13,21,20,20,22,2024-04-26 05:30:00,Yonge and Bloor,4,Friday
16,21,19,20,21,26,15,19,2024-04-26 05:45:00,Yonge and Bloor,4,Friday
21,13,18,16,17,18,18,17,2024-04-26 06:00:00,Yonge and Bloor,4,Friday
14,18,16,19,23,21,19,22,2024-04-26 06:15:00,Yonge and Bloor,4,Friday
15,20,13,15,24,15,18,19,2024-04-26 06:30:00,Yonge and Bloor,4,Friday
17,14,13,21,21,25,23,24,2024-04-26 06:45:00,Yonge and Bloor,4,Friday
16,18,21,20,22,22,16,16,2024-04-26 07:00:00,Yonge and Bloor,4,Friday
13,17,17,14,21,15,22,18,2024-04-26 07:15:00,Yonge and Bloor,4,Friday
14,13,20,13,24,20,24,18,2024-04-26 07:30:00,Yonge and Bloor,4,Friday
13,21,16,20,20,19,23,22,2024-04-26 07:45:00,Yonge and Bloor,4,Friday
25,22,26,21,25,26,24,27,2024-04-26 08:00:00,Yonge and Bloor,4,Friday
22,24,23,22,25,24,27,25,2024-04-26 08:15:00,Yonge and Bloor,4,Friday
25,21,24,24,28,26,28,26,2024-04-26 08:30:00,Yonge and Bloor,4,Friday
24,23,23,21,24,27,24,24,2024-04-26 08:45:00,Yonge and Bloor,4,Friday
20,21,19,17,22,26,23,17,2024-04-26 09:00:00,Yonge and Bloor,4,Friday
13,19,16,18,18,17,22,23,2024-04-26 09:15:00,Yonge and Bloor,4,Friday
16,13,21,21,16,22,21,24,2024-04-26 09:30:00,Yonge and Bloor,4,Friday
17,19,18,20,19,19,15,22,2024-04-26 09:45:00,Yonge and Bloor,4,Friday
41,45,36,32,45,47,43,36,2024-04-26 10:00:00,Yonge and Bloor,4,Friday
45,35,38,44,44,40,42,41,2024-04-26 10:15:00,Yonge and Bloor,4,Friday
39,45,39,37,39,38,47,42,2024-04-26 10:30:00,Yonge and Bloor,4,Friday
43,33,38,33,46,34,42,37,2024-04-26 10:45:00,Yonge and Bloor,4,Friday
43,40,37,44,42,48,46,35,2024-04-26 11:00:00,Yonge and Bloor,4,Friday
35,43,41,45,42,43,47,48,2024-04-26 11:15:00,Yonge and Bloor,4,Friday
35,44,45,33,37,48,38,37,2024-04-26 11:30:00,Yonge and Bloor,4,Friday
42,42,47,38,47,44,37,36,2024-04-26 11:45:00,Yonge and Bloor,4,Friday
24,26,25,26,29,28,29,28,2024-04-26 12:00:00,Yonge and Bloor,4,Friday
24,26,24,25,28,28,26,29,2024-04-26 12:15:00,Yonge and Bloor,4,Friday
28,25,26,26,28,26,26,27,2024-04-26 12:30:00,Yonge and Bloor,4,Friday
26,24,28,26,29,27,27,27,2024-04-26 12:45:00,Yonge and Bloor,4,Friday
15,15,18,16,17,26,17,16,2024-04-26 13:00:00,Yonge and Bloor,4,Friday
13,19,22,16,23,21,20,16,2024-04-26 13:15:00,Yonge and Bloor,4,Friday
17,17,19,18,17,17,15,19,2024-04-26 13:30:00,Yonge and Bloor,4,Friday
13,19,15,16,16,18,15,19,2024-04-26 13:45:00,Yonge and Bloor,4,Friday
21,14,13,18,23,16,23,17,2024-04-26 14:00:00,Yonge and Bloor,4,Friday
17,13,21,15,24,18,15,17,2024-04-26 14:15:00,Yonge and Bloor,4,Friday
20,15,19,16,24,23,20,20,2024-04-26 14:30:00,Yonge and Bloor,4,Friday
21,19,15,21,24,20,21,16,2024-04-26 14:45:00,Yonge and Bloor,4,Friday
16,19,19,13,22,22,23,19,2024-04-26 15:00:00,Yonge and Bloor,4,Friday
13,14,21,19,17,15,21,24,2024-04-26 15:15:00,Yonge and Bloor,4,Friday
21,13,20,19,20,19,20,20,2024-04-26 15:30:00,Yonge and Bloor,4,Friday
13,14,24,15,24,22,21,20,2024-04-26 15:45:00,Yonge and Bloor,4,Friday
14,21,15,16,16,20,16,18,2024-04-26 16:00:00,Yonge and Bloor,4,Friday
13,20,13,17,24,25,21,16,2024-04-26 16:15:00,Yonge and Bloor,4,Friday
14,18,16,18,16,17,24,21,2024-04-26 16:30:00,Yonge and Bloor,4,Friday
13,20,20,13,19,22,21,16,2024-04-26 16:45:00,Yonge and Bloor,4,Friday
32,38,42,40,48,36,46,44,2024-04-26 17:00:00,Yonge and Bloor,4,Friday
36,46,46,46,37,47,45,39,2024-04-26 17:15:00,Yonge and Bloor,4,Friday
32,36,38,43,45,43,35,40,2024-04-26 17:30:00,Yonge and Bloor,4,Friday
40,35,32,33,35,46,50,35,2024-04-26 17:45:00,Yonge and Bloor,4,Friday
46,44,37,43,42,34,45,47,2024-04-26 18:00:00,Yonge and Bloor,4,Friday
32,44,39,34,43,49,48,38,2024-04-26 18:15:00,Yonge and Bloor,4,Friday
39,36,36,37,40,46,41,41,2024-04-26 18:30:00,Yonge and Bloor,4,Friday
34,32,38,45,45,42,47,48,2024-04-26 18:45:00,Yonge and Bloor,4,Friday
19,18,14,16,19,17,22,20,2024-04-26 19:00:00,Yonge and Bloor,4,Friday
25,18,21,17,18,18,21,24,2024-04-26 19:15:00,Yonge and Bloor,4,Friday
15,14,15,21,20,22,20,23,2024-04-26 19:30:00,Yonge and Bloor,4,Friday
14,17,16,15,17,26,21,18,2024-04-26 19:45:00,Yonge and Bloor,4,Friday
21,18,17,17,23,17,16,24,2024-04-26 20:00:00,Yonge and Bloor,4,Friday
20,14,15,19,20,16,20,23,2024-04-26 20:15:00,Yonge and Bloor,4,Friday
21,16,21,13,19,24,19,16,2024-04-26 20:30:00,Yonge and Bloor,4,Friday
18,17,19,14,18,18,18,22,2024-04-26 20:45:00,Yonge and Bloor,4,Friday
13,13,20,13,16,23,21,18,2024-04-26 21:00:00,Yonge and Bloor,4,Friday
